رقم السجل,اسم النشاط,الفئة الرئيسية,التصنيف الفرعي,نوع النشاط الأصلي,التصنيف الأصلي,المدينة,المدينة / القرية,العنوان,الهاتف,واتساب,فيسبوك,إنستغرام,الموقع الإلكتروني,مواعيد العمل,تقييم جوجل,عدد مراجعات جوجل,نطاق الأسعار,معرّف المكان في جوجل,رابط خرائط جوجل,الوصف,معلومات الأسعار,الصور,نشاط إلكتروني فقط,موثّق,المصدر,نوع المصدر,تاريخ الجمع,خط العرض,خط الطول
292,Dr. Hazem Qabil,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Mansheyet El Nour St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
293,Dr. Helal Saleh,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"15 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
294,Dr. Hesham Abdel Rahman,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"17 Naguib El Noury St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
295,Dr. Hossam Amin,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
296,Dr. Howida Youssef Afify,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Corniche El Nil, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
297,Dr. Hussein Shaher,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., El Serafy Tower, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
298,Dr. Ibrahim Kamshish,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 Abdel Moneim Mousa St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
299,Dr. Ihsan Fahmy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Modereya St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
300,Dr. Islam Shahin,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"13 Salah Kamel Hegazy St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
301,Dr. Katheir Abdel Hakim El Mahalawy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
302,Dr. Khaled Sallam,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
303,Dr. Laila Fawzy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"5 El Shemout St., Mansheyet El Nour, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
304,Dr. Mabrouk Hassan Ibrahim,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Kafr Shokr, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
305,Dr. Magdy Abdel Mawgoud Gad,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Mahkama St. Off Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
306,Dr. Magdy Omar,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Shaheed Farid Nada St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
307,Dr. Magid Abdel Karim,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"15 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
308,Dr. Maher Galal Ibrahim,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"12 Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
309,Dr. Mahmoud Abou El Ela,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"4 Abdel Sattar El Attar St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
310,Dr. Mahmoud Gehad,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Naguib El Noury St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
311,Dr. Mahmoud Rezq Fayed,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Nada Tower, Corniche El Nil, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
312,Dr. Mahmoud Saqr,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
313,Dr. Manar Abdullah Nour El Din,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"9 Bank Misr St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
314,Dr. Mashhour Mohamed Hassan,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"9 Abdel Moneim Mousa St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
315,Dr. Micheal Abdel Malak Zaky,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"26 Saad Zaghloul St., Floor 3, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
316,Dr. Moataz El Shahhat Rezq,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"12 Ibn Eissa St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
317,Dr. Mohamed Abdel Ghany Mohamed,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"25 Abou Amr St. Off Abdel Hafez St., Kafr Manaqer, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
318,Dr. Mohamed Abdel Halim,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Rania Tower, El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
319,Dr. Mohamed Abdel Hamid,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"16 Seif El Nasr St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
320,Dr. Mohamed Abdel Hamid Abdel Salam,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"42 Gharb El Estad St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
321,Dr. Mohamed Abdel Mohsen El Mahdy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
322,Dr. Mohamed Abdel Moneim Abdel Bar,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"52 Ahmed Maher St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
323,Dr. Mohamed Abdel Shafy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Corniche El Nil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
324,Dr. Mohamed Anany,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Seif El Nasr St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
325,Dr. Mohamed Atef Abdel Aziz,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"27 Abdel Sattar El Attar St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
326,Dr. Mohamed El Hady Aly,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
327,Dr. Mohamed El Refaey,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"4 El Sheddeya St., El Sheddeya, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
328,Dr. Mohamed Hammad El Azab,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 Talaat Harb St. Off Saad Zaghloul St., Mekka Tower, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
329,Dr. Mohamed Haqqy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"13 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
330,Dr. Mohamed Hassan Labib,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"21 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
331,Dr. Mohamed Ibrahim Taha,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 El Kobry El Qadim St., El Shamout, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
332,Dr. Mohamed Mahmoud Gharib,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"13 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
333,Dr. Mohamed Mostafa Kamal,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Emry El Noury St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
334,Dr. Mohamed Nabil,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"9 Bank Misr St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
335,Dr. Mohamed Nasef,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 Gamil St., Mekka Tower, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
336,Dr. Mohamed Qenawy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"33 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
337,Dr. Mohamed Refaat,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Masraf El Hesa St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
338,Dr. Mohamed Shaker Sadeq,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"36 El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
339,Dr. Mohamed Wahdan,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"5 Saad Zaghloul St., El Sheddeya, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
340,Dr. Mohamed Zakareya Iraqy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Horreya Bldg., El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
341,Dr. Mokhtar Abdel Aaty Shehata,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
342,Dr. Mokhtar Abdel Rahman,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"16 Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
343,Dr. Mona Atteya Hamouda,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Amir St. Off Farid Nada St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
344,Dr. Morsy Mostafa,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Saad Zaghloul St., Hegazy Tower, Floor 4, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
345,Dr. Mostafa Abdullah El Sayed,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Agiba St., El Alfy Tower, Floor 4, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
346,Dr. Mostafa Awad Heikal,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Modereya St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
347,Ebad El Rahman Juice,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"9 El Dahshan St., El Sheddeya, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
348,El Aaelat B.B.Q,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"11 El Shaheed Hany Abdel Moneim Hassanein St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
349,El Alamain B.B.Q,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Farid Nada St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
350,El Araby,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"El Modereya St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
351,El Araby Take Away,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"59 Abdel Hafez St., Kafr Manaqer, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
352,El Askary Pastry,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
353,El Canal Fish,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Ferk El Amn St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
354,El Demashqy For Syrian Sweets,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"El Kobry St. Off El Mahatta St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
355,El Ekhwa,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"6 El Bahary St., El Haras El Watany, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
356,El Khayyam B.B.Q,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"27 Abou Amr St. Off Abdel Hafez St., Kafr Manaqer, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
357,El Malek Farouq B.B.Q,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Corniche El Nil, Villas Zone, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
358,El Refa3y Pastry,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"El Shal St. Off Salah El Din St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
360,Nile View Mall,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مول تجاري,مولات وتسوق,,مدينة بنها,كمال الدين حسين,,,,,,,,,,,,,,,False,False,جوجل خرائط local listing,,,,
361,Pet shop / معرض حيوانات أليفة ونباتات زينة,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,متجر حيوانات,حيوانات أليفة,,ورورة - كفر بطا,ورورة - كفر بطا - بنها,201000613317.0,,,,,,,,,,,,,,False,False,Bizmideast,,,,
363,السعد للأعلاف والكتاكيت ومستلزماتها,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أعلاف ومستلزمات,زراعي وحيواني,,كفر الجزار,كفر الجزار,,,,,,,,,,,,,,,False,False,Banha AI,,,,
364,الفرعون للتسويق العقاري في بنها,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,تسويق عقاري,عقارات,,مدينة بنها,مبنى محافظة القليوبية - عبد البديع,201030145060.0,,,,,,,,,,,,,,False,False,جوجل خرائط local listing,,,,
365,الفرماوي وكيل أوبر وكريم,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,خدمات نقل,نقل ومواصلات,,ورورة - كفر بطا,ورورة - كفر بطا - بنها,201010159410.0,,,,,,,,,,,,,,False,False,Bizmideast,,,,
366,بالجرام للخضار والفاكهة - فرع كفر الجزار,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,خضار وفاكهة,مواد غذائية,,كفر الجزار,أمام البوسطة,,,,,,,,,,,,,,,False,False,City-App,,,,
367,سوبر ماركت الوليد,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,سوبر ماركت,تجزئة وبقالة,,كفر الجزار,F5FF+X2H - كفر الجزار,201033805183.0,,,,,,,,,,,,,,False,False,Banha AI,,,,
368,ماركت عباد الرحمن,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,سوبر ماركت,تجزئة وبقالة,,كفر الجزار,F5G9+7RV - كفر الجزار,,,,,,,,,,,,,,,False,False,Banha AI,,,,
369,مكتبة إبداع,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مكتبة,مكتبات وأدوات مكتبية,,كفر الجزار,F5C9+VW4 - كفر الجزار,,,,,,,,,,,,,,,False,False,Banha AI,,,,
370,نفيخه للمعدات الثقيلة,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,معدات ثقيلة,معدات وخدمات,,كفر الجزار,F5G9+3FQ - كفر الجزار,201155545777.0,,,,,,,,,,,,,,False,False,Banha AI,,,,
371,Smile inn banha,🦷 عيادات الأسنان,أسنان,عيادة أسنان,أسنان,Banha,,"Kornish Al Nile, Qism Banha, Banha 2, Al-Qalyubia Governorate 13111, Egypt",201559202019.0,,,,,,4.9,144.0,,ChIJM14TFN7f9xQRDcdLoewQKEY,https://www.جوجل.com/maps/search/?api=1&query=Smile%20inn%20banha%20Kornish%20Al%20Nile%2C%20Qism%20Banha%2C%20Banha%202%2C%20Al-Qalyubia%20Governorate%2013111%2C%20Egypt,,,,,False,جوجل للأعمال / خرائط جوجل,ملف نشاط تجاري على جوجل,2026-09-18,,
373,Art dental clinic,🦷 عيادات الأسنان,أسنان,,عيادة أسنان,Banha,,"Qism Banha, Banha 2, Al-Qalyubia Governorate 6470122, Egypt",201501906449.0,,,,,,5.0,70.0,,ChIJ0cQfbQDf9xQRyeqgGZ7ncIE,https://www.جوجل.com/maps/search/?api=1&query=Art%20dental%20clinic%20Qism%20Banha%2C%20Banha%202%2C%20Al-Qalyubia%20Governorate%206470122%2C%20Egypt,,,,,False,جوجل للأعمال / خرائط جوجل,ملف نشاط تجاري على جوجل,2026-09-18,,
374,Momentum Dental Clinic,🦷 عيادات الأسنان,أسنان,,طبيب أسنان,Banha,,"F59M+G3F, Gomaa, Qism Banha, Banha 2, Al-Qalyubia Governorate 6470047, Egypt",201558967126.0,,,,,,5.0,19.0,,ChIJ3_-rXQDf9xQR3wFS9cihFfs,https://www.جوجل.com/maps/search/?api=1&query=Momentum%20Dental%20Clinic%20F59M%2BG3F%2C%20Gomaa%2C%20Qism%20Banha%2C%20Banha%202%2C%20Al-Qalyubia%20Governorate%206470047%2C%20Egypt,,,,,False,جوجل للأعمال / خرائط جوجل,ملف نشاط تجاري على جوجل,2026-09-18,,
376,Dental Center,🦷 عيادات الأسنان,أسنان,أطباء وعيادات,,,مدينة بنها,"Neqabet El Mohandesen St., Floor 3, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
